Time [sec],Acceleration [cm/sec2]
12.11,-0.12675
12.12,0.20644
12.13,0.38591
12.14,0.11221
12.15,0.02835
12.16,-0.07745
12.17,-0.64762
12.18,-0.24019
12.19,0.60116
12.2,0.1419
12.21,0.13024
12.22,0.7123
12.23,0.1742
12.24,0.00365
12.25,-0.13345
12.26,-1.21909
12.27,-0.67218
12.28,0.58697
12.29,0.22051
12.3,-0.1106
12.31,-0.17782
12.32,-0.45634
12.33,-0.03918
12.34,0.24885
12.35,-0.28573
12.36,-0.68413
12.37,-0.47192
12.38,-0.24006
12.39,0.05477
12.4,0.60332
12.41,0.601
12.42,0.61069
12.43,0.56598
12.44,-0.50455
12.45,-0.55724
12.46,0.07183
12.47,-0.65854
12.48,-0.36418
12.49,0.70824
12.5,0.06505
12.51,-0.21333
12.52,0.56392
12.53,0.18466
12.54,-0.75838
12.55,-0.36983
12.56,0.67776
12.57,0.57684
12.58,0.0514
12.59,0.21356
12.6,0.08648
12.61,-0.24916
12.62,-0.20612
12.63,-0.13807
12.64,0.26756
12.65,0.52684
12.66,-0.08475
12.67,-0.51598
12.68,-0.27823
12.69,-0.22802
12.7,-0.31708
12.71,0.08094
12.72,0.232
12.73,0.00443
12.74,0.32242
12.75,0.15186
12.76,-0.47815
12.77,-0.04945
12.78,0.30206
12.79,0.30181
12.8,0.65836
12.81,-0.04053
12.82,-1.10771
12.83,-0.73379
12.84,0.09355
12.85,0.27492
12.86,-0.02391
12.87,-0.06266
12.88,0.29751
12.89,0.08106
12.9,-0.20285
12.91,0.15292
12.92,0.03196
12.93,-0.25081
12.94,0.14091
12.95,0.13947
12.96,-0.11311
12.97,0.11242
12.98,-0.13979
12.99,-0.52692
13,-0.1802
13.01,-0.07408
13.02,-0.03952
13.03,0.35199
13.04,0.1728
13.05,0.23524
13.06,0.58317
13.07,-0.03768
13.08,-0.11189
13.09,0.3039
13.1,-0.21285
13.11,-0.01861
13.12,0.40775
13.13,-0.16473
13.14,0.10358
13.15,0.57432
13.16,-0.08413
13.17,-0.61005
13.18,-0.61415
13.19,-0.30832
13.2,-0.22399
13.21,-0.46769
13.22,-0.06062
13.23,0.1878
13.24,0.11651
13.25,0.53961
13.26,0.30534
13.27,-0.06609
13.28,0.3035
13.29,0.1777
13.3,-0.19553
13.31,-0.23824
13.32,0.24593
13.33,1.04805
13.34,0.34165
13.35,-0.61978
13.36,0.1364
13.37,0.08699
13.38,-0.62867
13.39,0.29519
13.4,0.6111
13.41,-0.06172
13.42,0.1595
13.43,-0.23007
13.44,-0.67117
13.45,0.15577
13.46,0.14913
13.47,-0.28872
13.48,-0.05327
13.49,-0.08254
13.5,0.24016
13.51,0.43953
13.52,-0.24133
13.53,-0.45004
13.54,-0.41859
13.55,-0.29768
13.56,0.22107
13.57,-0.08689
13.58,-0.4415
13.59,0.03567
13.6,0.21159
13.61,0.37269
13.62,0.55118
13.63,0.16187
13.64,0.06737
13.65,0.14106
13.66,-0.04256
13.67,0.15749
13.68,0.14551
13.69,-0.36953
13.7,-0.36029
13.71,-0.06399
13.72,-0.18704
13.73,-0.37178
13.74,-0.1957
13.75,-0.11093
13.76,-0.51157
13.77,-0.61014
13.78,-0.12019
13.79,0.40561
13.8,0.83114
13.81,0.79422
13.82,0.43673
13.83,0.14986
13.84,-0.45089
13.85,-0.65748
13.86,-0.19218
13.87,-0.36162
13.88,-0.55848
13.89,0.03372
13.9,0.50626
13.91,0.69699
13.92,0.23213
13.93,-0.49556
13.94,-0.07074
13.95,0.13856
13.96,-0.24357
13.97,0.29966
13.98,0.41511
13.99,-0.07091
14,0.19075
14.01,0.20638
14.02,0.00252
14.03,0.03746
14.04,-0.279
14.05,-0.1325
14.06,0.29357
14.07,-0.08728
14.08,-0.35555
14.09,-0.03734
14.1,0.20085
14.11,0.21163
14.12,0.15958
14.13,0.44149
14.14,0.56795
14.15,-0.00162
14.16,-0.2814
14.17,-0.34879
14.18,-0.62346
14.19,-0.30887
14.2,-0.13279
14.21,-0.29999
14.22,0.43691
14.23,0.82475
14.24,-0.00555
14.25,-0.42607
14.26,-0.24788
14.27,-0.19701
14.28,-0.40296
14.29,-0.48358
14.3,0.3103
14.31,0.72558
14.32,0.02804
14.33,-0.08419
14.34,0.02265
14.35,-0.21971
14.36,0.04647
14.37,-0.01599
14.38,0.00487
14.39,0.78649
14.4,0.40802
14.41,-0.49528
14.42,-0.47764
14.43,-0.56248
14.44,-0.24705
14.45,0.35419
14.46,0.30325
14.47,0.62495
14.48,0.44683
14.49,-0.50228
14.5,-0.47226
14.51,-0.54673
14.52,-0.5945
14.53,0.39463
14.54,0.37249
14.55,-0.15882
14.56,0.26349
14.57,0.17245
14.58,-0.26562
14.59,-0.05901
14.6,0.12752
14.61,0.09205
14.62,0.16416
14.63,0.0943
14.64,-0.241
14.65,-0.23126
